,Timestamp,Product Name,Seller,Price
152,2024-12-26 17:29:33,"Apple iPhone 14 15,5 cm (6.1"") Double SIM iOS 17 5G 512 Go Noir",E.Leclerc,1266.17
153,2024-12-26 17:29:39,Smartphone Apple iPhone 14 256Go Noir Midnight,E.Leclerc,837.96
154,2024-12-26 17:59:46,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",E.Leclerc,1349.0
155,2024-12-26 17:59:52,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1098.0
156,2024-12-26 17:59:58,Non trouvé,E.Leclerc,969.0
157,2024-12-26 18:00:05,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",Stock e-commerce,1582.6
158,2024-12-26 18:00:12,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1240.0
159,2024-12-26 18:00:19,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 128 Go Noir",E.Leclerc,1119.0
160,2024-12-26 18:00:27,"Apple iPhone 16 Pro 16 cm (6.3"") Double SIM iOS 18 5G USB Type-C 1 To Noir",E.Leclerc,1859.0
161,2024-12-26 18:00:40,Smartphone Apple iPhone 15 256GB noir,E.Leclerc,999.0
162,2024-12-26 18:00:46,Smartphone Apple iPhone 15 128GB noir,E.Leclerc,869.0
163,2024-12-26 18:00:53,"Apple iPhone 14 15,5 cm (6.1"") Double SIM iOS 17 5G 512 Go Noir",E.Leclerc,1266.17
164,2024-12-26 18:01:00,Smartphone Apple iPhone 14 256Go Noir Midnight,E.Leclerc,837.96
165,2024-12-26 18:31:06,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",E.Leclerc,1349.0
166,2024-12-26 18:31:13,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1098.0
167,2024-12-26 18:31:19,Non trouvé,E.Leclerc,969.0
168,2024-12-26 18:31:26,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",Stock e-commerce,1582.6
169,2024-12-26 18:31:33,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1240.0
170,2024-12-26 18:31:39,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 128 Go Noir",E.Leclerc,1119.0
171,2024-12-26 18:31:46,"Apple iPhone 16 Pro 16 cm (6.3"") Double SIM iOS 18 5G USB Type-C 1 To Noir",E.Leclerc,1859.0
172,2024-12-26 18:31:59,Smartphone Apple iPhone 15 256GB noir,E.Leclerc,999.0
